ID,Approved
APPO50383745617,0.006977285
APPP60172178734,0.006912852
APPR10764977942,0.030583815
APPT10480648139,0.007407618
APPU60453258232,0.01212565
APPX90855367529,0.01499237
APPY50250927615,0.006469175
APPZ70422039734,0.007384367
APPA30393886847,0.014032919
APPB50127764908,0.006409404
APPC10119469018,0.015462541
APPD90858748146,0.006912852
APPE30664988236,0.008490234
APPF20625877301,0.013522725
APPH30151345509,0.006469175
APPI50441679612,0.006469175
APPJ30361269731,0.027467991
APPL80614874904,0.006469175
APPM50228117025,0.044543098
APPN70012683119,0.013527534
APPO90770468211,0.007573843
APPP10156766334,0.013193273
APPQ40631778427,0.006977285
APPR70506299542,0.028147843
APPS70665146644,0.02325978
APPT70349004743,0.013193273
APPU30993402848,0.013113118
APPW20622431049,0.006409404
APPY20361501233,0.013193273
APPZ10238963306,0.047763129
APPA30874904437,0.01212565
APPB80692747529,0.019974436
APPC30041629643,0.006977285
APPD30315929734,0.013600429
APPE10332383835,0.006469175
APPF50037929916,0.028078951
APPG10834503041,0.026540667
APPH40967627122,0.013479107
APPI70312298206,0.006977285
APPJ70743728327,0.012238072
APPK30679331423,0.023058481
APPL60294817522,0.006469175
APPM80605571641,0.006846816
APPO70732754849,0.006783579
APPR90083345128,0.013721704
APPS40024724225,0.006409404
APPT10406402302,0.041273084
APPU60142311444,0.023269878
APPX40155362702,0.006977285
APPY80690085843,0.02405287
APPZ20729429941,0.006409404
APPA30531058029,0.134229417
APPB80250096128,0.006977285
APPC40216184236,0.013193273
APPE30598585445,0.006846816
APPF10464165547,0.006977285
APPG20162638632,0.019296758
APPH90167759721,0.006783579
APPK10401968049,0.006514313
APPL80146029119,0.006912852
APPM80613619234,0.009511392
APPN70433746315,0.006912852
APPQ50809898611,0.012738176
APPR30401199701,0.023563513
APPT30401057907,0.006469175
APPU40338646029,0.008637354
APPV90359067103,0.045013216
APPW10851598244,0.024454044
APPX40611544343,0.006469175
APPZ50667726527,0.013707174
APPA60969495628,0.006783579
APPB10846839717,0.006469175
APPD70004475949,0.006409404
APPE10769524014,0.03433586
APPF20373584102,0.007316202
APPG80309102235,0.047897492
APPH70805423317,0.034235924
APPI30449607434,0.012916929
APPK40305944614,0.007572584
APPM80631303825,0.02325978
APPN30539354908,0.007025944
APPO30398314007,0.048265515
APPP10295059142,0.023048473
APPQ40182527233,0.024814025
APPR30592087313,0.006977285
APPS10451308445,0.013337137
APPT20436718504,0.006469175
APPV10000594728,0.024454044
APPW70591476837,0.030483716
APPX90545539932,0.006977285
APPZ20555868104,0.022929387
APPB50601165302,0.02325978
APPC20734091446,0.007572584
APPD30922661508,0.006409404
APPG30388623817,0.02201927
APPI50436511029,0.007384367
APPK40504961223,0.01212565
APPL10249834346,0.006977285
APPM10566295434,0.007519495
APPN20971698507,0.01237165
APPQ40557318821,0.006912852
APPR10411907921,0.006977285
APPS60110651012,0.012543974
APPT90980498131,0.027676148
APPU30110017218,0.012618992
APPW20800678439,0.007384367
APPY20781789607,0.006912852
APPA50891789808,0.007556914
APPB30105755939,0.006846816
APPC10078523014,0.006846816
APPD10297832113,0.007572584
APPF10931767336,0.009085781
APPG80133423412,0.013072193
APPH30423329507,0.023119899
APPI70671544622,0.012639547
APPJ70709397705,0.006409404
APPK30507806814,0.007316202
APPL20563609928,0.006409404
APPN60526055126,0.006912852
APPO60496324234,0.006912852
APPP90372528312,0.023728269
APPQ50563508447,0.006977285
APPR60834219523,0.048600983
APPS90066401613,0.012238072
APPT60413282714,0.026437685
APPU80357653811,0.012209771
APPV50558107929,0.026586266
APPW80305276026,0.007021429
APPX40140715111,0.00707056
APPY80579525228,0.02325978
APPA60414888433,0.007384367
APPB90587842501,0.013433263
APPC40254714615,0.046101142
APPD90427937716,0.010357169
APPE40482289843,0.010735618
APPF90606858947,0.013820833
APPG20179041024,0.025130904
APPH10099261128,0.025064281
APPI80998283208,0.007435843
APPJ50706714349,0.006977285
APPK60768689411,0.007316202
APPL60280043529,0.023048473
APPM30351953604,0.006409404
APPN40064845722,0.006912852
APPO80082812849,0.023048473
APPP40129305907,0.021395219
APPR70479248144,0.012486324
APPS30106692249,0.02372624
APPT70183535323,0.014867635
APPV30072491521,0.013403428
APPW90317034634,0.021591704
APPX10590833748,0.007384367
APPZ50321995912,0.007414525
APPC20846683233,0.006409404
APPD30035557339,0.006912852
APPE60995955439,0.006977285
APPF40348771514,0.02325978
APPG60525674638,0.006977285
APPI60914532813,0.018812914
APPJ50135705908,0.045487472
APPK80834239033,0.007384367
APPL30367787124,0.006409404
APPM50365154243,0.023719577
APPN60371739317,0.013830355
APPO90778031432,0.048314772
APPP10865119541,0.013072193
APPR60514036704,0.030413706
APPS30033507847,0.006912852
APPU80509074044,0.006846816
APPV50034531107,0.007384367
APPW70561238232,0.006977285
APPX20526775327,0.02325978
APPY20169747403,0.024205589
APPZ30470877547,0.016158794
APPA90185538648,0.013753651
APPB60274853705,0.008632749
APPC50411636801,0.030602141
APPD80328934945,0.012522603
APPE10454749046,0.006977285
APPF20010751138,0.006409404
APPG60276348205,0.076893894
APPH60664183321,0.045215163
APPL20765168747,0.006912852
APPM20147299813,0.023048473
APPN40249546913,0.025130904
APPO20189822007,0.007316202
APPP30921307109,0.006977285
APPQ30597277245,0.006977285
APPS30996555403,0.030389693
APPU10700307616,0.006912852
APPV60265399723,0.006912852
APPW70585071834,0.007384367
APPX70561392933,0.006912852
APPY40565011007,0.006469175
APPZ40098878108,0.006977285
APPA90060573227,0.007274596
APPB70442734319,0.013193273
APPC90770072447,0.006977285
APPD30486092544,0.048081665
APPE10311022607,0.006469175
APPF60631085717,0.006912852
APPH30090413902,0.006783579
APPI70634288016,0.013125274
APPJ90523144107,0.006783579
APPK90851579202,0.019514001
APPL50238334324,0.006409404
APPM40451325417,0.006846816
APPN90929804518,0.012238072
APPO60090588603,0.02325978
APPP10007148712,0.006977285
APPR30909888915,0.027467991
APPS20728482014,0.006783579
APPT90977075101,0.013613761
APPU70624065235,0.046101142
APPV80263885346,0.006912852
APPW30836935416,0.024534835
APPX10532151548,0.013647921
APPZ40286609738,0.044580592
APPB40188979941,0.006977285
APPC90796515024,0.012638658
APPD40803081115,0.006977285
APPE30694295241,0.012330321
APPG30216561448,0.006469175
APPI30712489617,0.006921961
APPJ10278243703,0.013367354
APPK80277621846,0.050229981
APPL80078362905,0.012597575
APPO60098103209,0.013077927
APPP60023927349,0.006783579
APPQ30612604402,0.017575205
APPS60320313627,0.013162793
APPT70534587715,0.006912852
APPU90780836829,0.023419312
APPV60622819917,0.015286279
APPW70434264005,0.014107314
APPX20729451101,0.006409404
APPY30046504231,0.053055535
APPZ80350479313,0.006783579
APPA80096183429,0.006783579
APPB70273443505,0.024045961
APPE50142203809,0.013460638
APPF10034408943,0.013193273
APPH90511677131,0.01212565
APPI30546095229,0.006912852
APPJ80416595345,0.009314163
APPK90285872443,0.013522725
APPL60953579512,0.007384367
APPM20644925619,0.006850927
APPN20225869714,0.006409404
APPP90991305913,0.02405287
APPQ70050552026,0.016299364
APPR60767582147,0.006409404
APPT70410545308,0.006977285
APPU10135235412,0.012685362
APPW10606832628,0.041887265
APPX60227485706,0.01212565
APPY90764876839,0.006912852
APPZ20628084928,0.006409404
APPA80547519048,0.02200277
APPB20703102133,0.017805937
APPC90727362248,0.008118198
APPD20670011304,0.013113118
APPE60844191408,0.007316202
APPF30948581526,0.012710714
APPG60202918616,0.007384367
APPH40712615721,0.006977285
APPI10123409842,0.006409404
APPL30082033114,0.007316202
APPO60813926409,0.015472571
APPQ80765126647,0.007384367
APPS30481303817,0.006977285
APPT50402483936,0.024220501
APPU40449068016,0.030416062
APPV90997847138,0.014135641
APPW30766041243,0.006977285
APPX50585681323,0.015142918
APPZ50469333546,0.006912852
APPA50959811611,0.006409404
APPB70963575742,0.044022849
APPC40538253839,0.006469175
APPD70917584927,0.02325978
APPE30737089003,0.007316202
APPF10850926136,0.006514313
APPG90248489235,0.012543974
APPH90860947347,0.014228188
APPI30734581444,0.013522725
APPJ70071568525,0.032871691
APPK30063345602,0.044022849
APPL90511325735,0.013580451
APPM40335888826,0.007572584
APPN40298397941,0.016260865
APPO80337469005,0.006409404
APPP30205342136,0.023510797
APPQ50283384214,0.013647921
APPR60598764318,0.052497682
APPS20640034406,0.013460638
APPT90434682534,0.006912852
APPU70260393644,0.06236297
APPV50716587732,0.012543974
APPW10401854821,0.021591704
APPX20748215949,0.012473332
APPY80151839018,0.045029566
APPZ20847918104,0.013678977
APPA40955069224,0.011639954
APPB90344945306,0.007569876
APPC50897719435,0.006409404
APPD50349215529,0.01212565
APPE70565133611,0.010785757
APPG50350411819,0.006912852
APPH20483931906,0.007534911
APPI50849415049,0.024012368
APPK20493991213,0.006409404
APPN50273626514,0.006977285
APPO30358993611,0.013072193
APPP50812246721,0.006409404
APPQ90569518805,0.0452888
APPT50959734121,0.019012247
APPU30391605237,0.022195761
APPV10348801322,0.012522657
APPW50845645427,0.013051542
APPX40979259506,0.006454127
APPY50204128621,0.01352977
APPA60880974809,0.006977285
APPB20886378947,0.007037159
APPC30956683003,0.021591704
APPE10435608217,0.059689766
APPF20103964341,0.022121704
APPG30196114449,0.013527534
APPH50862821513,0.006977285
APPI10377217633,0.007384367
APPJ40318634703,0.053055535
APPM50493632023,0.023794491
APPN70135738135,0.006977285
APPO30500359204,0.006846816
APPQ80619273444,0.006912852
APPR70171181506,0.038382878
APPU40937622821,0.006977285
APPV10152372903,0.006783579
APPW80854596047,0.006912852
APPX20730045102,0.010351251
APPY70095057223,0.006977285
APPA70723537417,0.006977285
APPB60633627527,0.006783579
APPC30478072638,0.006937746
APPD50010786702,0.006977285
APPE80613844816,0.006409404
APPF50610589929,0.02325978
APPG70204563004,0.023522763
APPH80422312114,0.006487494
APPJ90415776326,0.0452888
APPL90567985525,0.006977285
APPM80261604604,0.019246538
APPN10895363735,0.006977285
APPO20329016835,0.013072193
APPP70992643945,0.013072193
APPQ70988263029,0.006469175
APPR10955461104,0.00707056
APPS30719919248,0.006469175
APPT20588324318,0.04859995
APPV40049329532,0.010785757
APPW80397099634,0.021395219
APPX20702505723,0.013718771
APPY10029957813,0.036859821
APPZ80819366935,0.013072193
APPA90796576001,0.006469175
APPB70518925115,0.02356556
APPC40074048231,0.039874634
APPD20648321326,0.024836997
APPE90246258437,0.006846816
APPG70211933607,0.058554952
APPH60005159726,0.006409404
APPI30409973811,0.006977285
APPJ90195613931,0.006977285
APPK10530691012,0.006409404
APPL10671243123,0.013522725
APPM30057411226,0.021395219
APPN80382708322,0.006409404
APPO50017247431,0.006977285
APPP50761342522,0.034914634
APPQ40936455614,0.017575205
APPR20583127717,0.006912852
APPS30067286823,0.047763129
APPT90531986944,0.021395219
APPU90736089015,0.02842283
APPV40154339146,0.061805308
APPW30591601244,0.013108964
APPX30176348336,0.006912852
APPY30009488439,0.006977285
APPA30513853629,0.036549916
APPB40862724718,0.026721067
APPC80706361802,0.049727045
APPD80257174926,0.016410989
APPF90610127116,0.007572584
APPG50800894218,0.006682679
APPH10874683343,0.013726335
APPJ70086622521,0.006912852
APPK10506826628,0.012543974
APPL60670161709,0.015472571
APPM80727669838,0.048968177
APPN40027149928,0.006409404
APPO20698513007,0.044543098
APPP80784417128,0.024836997
APPQ30582873222,0.006454127
APPT20658552518,0.013193273
APPU50261418636,0.007005271
APPV90166599713,0.060721156
APPX50323665945,0.007346084
APPY40761804047,0.007444056
APPA30678622245,0.045215163
APPB70155594305,0.015330898
APPC20459579426,0.006912852
APPE40720565633,0.006409404
APPG80335981838,0.006977285
APPH70817208942,0.02325978
APPI80664442022,0.007316202
APPJ60923719128,0.013627499
APPK80835112207,0.006977285
APPL10258501346,0.006912852
APPM40486124431,0.010696666
APPN40934205501,0.006409404
APPO90348632645,0.013893459
APPP70738559708,0.02405287
APPQ20260307818,0.006409404
APPR10617393948,0.008481982
APPS50490061009,0.007384367
APPT20521426122,0.006912852
APPU40667541249,0.027595035
APPV70982889332,0.02842283
APPW70207344401,0.045416535
APPY20595005627,0.013460638
APPZ90679413746,0.030977181
APPA80968387846,0.048342398
APPB10181429936,0.019335749
APPC80319465017,0.03029178
APPD30224414106,0.02372624
APPE40675752239,0.012781647
APPF30598434318,0.016158794
APPG10909392412,0.01485573
APPI80807172627,0.018119846
APPJ40588579728,0.044715711
APPK40122794819,0.006977285
APPL70644406925,0.013162793
APPM50146629037,0.012217062
APPN50194037112,0.007572584
APPO80528504202,0.006912852
APPP90001136326,0.006454127
APPQ60363444432,0.014444676
APPR40192335533,0.022195761
APPS20313284631,0.044580592
APPU90008251826,0.013830355
APPV40963963905,0.006469175
APPW90895783007,0.02325978
APPY70272002231,0.006977285
APPZ70995862325,0.024903031
APPA60052579418,0.007569876
APPB30839934525,0.015771696
APPC80117963607,0.017861009
APPD60155065706,0.049012645
APPF60426588931,0.006937746
APPG20002638029,0.028953586
APPJ90399089306,0.028021931
APPK10673004441,0.007572584
APPL10291525522,0.024836997
APPN50643036726,0.014266429
APPO50384656809,0.006409404
APPP10197677918,0.038081828
APPR60433381148,0.02167703
APPS90460278201,0.007005271
APPT90453349315,0.017760489
APPV10856331511,0.016158794
APPW10346444622,0.022025466
APPX40003814744,0.00664909
APPY40607074836,0.066993034
APPZ20878753922,0.006912852
APPB90947953116,0.006409404
APPC30244653244,0.006682679
APPD20393274307,0.023058481
APPE30720169418,0.027827517
APPF80400365533,0.010261846
APPG50912211643,0.007025944
APPH90695628721,0.007025944
APPI60889013803,0.006830896
APPJ30530858912,0.014228188
APPK60115011038,0.038693546
APPL50504497148,0.006783579
APPN30899469318,0.007384367
APPO60576014441,0.007384367
APPP60395216522,0.022025466
APPR90095208714,0.006977285
APPS40247522839,0.006977285
APPT20878502936,0.047763129
APPU80990895012,0.023331846
APPX60546379341,0.038081828
APPY80212429406,0.008165306
APPZ30412063529,0.02405287
APPA60043101615,0.006783579
APPB40707677725,0.021591704
APPC90259188819,0.02405287
APPD10790684933,0.006469175
APPF80642261133,0.013460638
APPH60274315313,0.006783579
APPI30503523408,0.011736809
APPJ50037998522,0.006912852
APPK50376976645,0.006977285
APPL80033873724,0.059068995
APPM30928795827,0.048795567
APPN80074354911,0.00922835
APPO40869866045,0.006977285
APPP60223518132,0.006912852
APPR30862361307,0.006912852
APPS90992466418,0.006977285
APPT80530522524,0.006409404
APPU40105818634,0.009441746
APPV30295003703,0.006961064
APPX70803048934,0.023510797
APPY40448585045,0.045029566
APPZ70851473117,0.006977285
APPA20226245224,0.012798351
APPB80397858345,0.007528321
APPD40494675534,0.021473632
APPE10239389624,0.016434567
APPF80370161727,0.006469175
APPG20047527833,0.025064281
APPH10119488946,0.022195761
APPI30881803033,0.007384367
APPK60089998215,0.006469175
APPL90184636316,0.02518832
APPM80578506406,0.006409404
APPN40875063533,0.006977285
APPO60310607619,0.006783579
APPQ50251697807,0.012892175
APPR30583866905,0.006469175
APPT40009839105,0.013072193
APPU60500007217,0.02372624
APPV80507263336,0.006977285
APPX10204913528,0.039104453
APPY60398889635,0.012522603
APPC40648685035,0.006495136
APPF60322568333,0.006409404
APPG50372385406,0.006912852
APPH60763287527,0.006937746
APPI20724487638,0.006409404
APPJ70247368706,0.012238072
APPK80907917828,0.007384367
APPL10860241917,0.017874712
APPM70052327002,0.006409404
APPN70307834109,0.013072193
APPO90437674246,0.009242778
APPQ50874592435,0.04029281
APPR70129689508,0.05025944
APPS80600773649,0.069517075
APPT90981629731,0.023269878
APPU40295361806,0.021825121
APPV60299437907,0.012492991
APPW70728038023,0.02325978
APPX10516665117,0.023895431
APPY60643965246,0.013113118
APPZ30605972345,0.006977285
APPA10462798435,0.006977285
APPB30355581512,0.011628938
APPC10547586633,0.030880511
APPD30326204749,0.013403428
APPF20865309933,0.006937746
APPG80799062009,0.015472571
APPH90823905114,0.00922835
APPI90405604214,0.014135641
APPJ30541982333,0.006977285
APPK10394686427,0.006912852
APPL80299821536,0.006977285
APPO50580562845,0.006555702
APPR60582164106,0.01212565
APPS70081155228,0.007316202
APPT30845477337,0.025130904
APPU30980031412,0.013368527
APPV70464554521,0.013337137
APPX70389132712,0.012433203
APPA90840046026,0.087816934
APPB30964006113,0.021964382
APPC40548793239,0.006977285
APPF30363371528,0.006469175
APPG80320819611,0.006409404
APPI60804836831,0.012543974
APPJ50916503948,0.013489042
APPK70104158035,0.01237165
APPL90784267109,0.013193273
APPM60327772214,0.023058481
APPN50730574308,0.023048473
APPP10017517528,0.006409404
APPR60543802701,0.025130904
APPS50905623843,0.013624695
APPV80884919113,0.006469175
APPW60958408218,0.006409404
APPX50989172344,0.006409404
APPZ70223988524,0.006977285
APPA80126265634,0.006783579
APPB70148806716,0.006912852
APPD20210274913,0.007316202
APPF60247891103,0.006587667
APPG70781842233,0.045029566
APPH80949514333,0.044515075
APPI10292895401,0.013460638
APPJ40080942533,0.006409404
APPK70551488646,0.006977285
APPM60329923838,0.013527534
APPO90884124024,0.006409404
APPP70177506138,0.044022849
APPQ20329124207,0.006469175
APPR50010813324,0.006409404
APPS20472229428,0.006409404
APPT30003743534,0.021825121
APPU30761024625,0.006469175
APPV60440774719,0.013072193
APPW10802427848,0.007316202
APPX50847001901,0.02842283
APPY90597705025,0.006409404
APPA20178796211,0.007025944
APPB60968669303,0.024006354
APPC50713459422,0.006469175
APPD30017534507,0.006912852
APPE80754081602,0.006912852
APPG60440413843,0.006912852
APPK10479702245,0.006912852
APPL20754956313,0.023048473
APPM10216063412,0.021591704
APPN60622229526,0.007316202
APPO90527013648,0.013460638
APPP80662398735,0.007316202
APPQ50372915823,0.006912852
APPR80054558907,0.007384367
APPS40654445026,0.013595841
APPT30673148148,0.013072193
APPU50149699219,0.006469175
APPV60642722334,0.006912852
APPY50783877649,0.047763129
APPZ30417006702,0.006977285
APPB80039471925,0.007572584
APPC80399226017,0.044580592
APPE60500761238,0.013527534
APPF30442909319,0.020988459
APPG60792418401,0.013337137
APPH30850229543,0.006783579
APPJ20645523707,0.025202236
APPK40338347833,0.006912852
APPN80082502125,0.025604753
APPO10505658228,0.006977285
APPR80255496544,0.022404059
APPT10572952745,0.013488874
APPU20598092845,0.006912852
APPV90681978947,0.051585238
APPW70051742049,0.006912852
APPA20712823448,0.024903031
APPB10936759508,0.024043368
APPC90878353641,0.047340006
APPD40625665742,0.006912852
APPE60401478849,0.023351541
APPF10819225912,0.030880511
APPH60409321104,0.023048473
APPI40406169214,0.022578377
APPK70748566447,0.02325978
APPL80817915513,0.044022849
APPM20939483648,0.006783579
APPN40698099726,0.013193273
APPO40348743807,0.013456958
APPP50048656911,0.006977285
APPQ60415477022,0.02325978
APPR40366769123,0.012639547
APPS20684438241,0.006469175
APPT70167942303,0.006977285
APPU90150979438,0.007316202
APPV20841539501,0.009248092
APPW70091326638,0.007384367
APPX90732106746,0.007413974
APPY40530322831,0.007400287
APPB80234335131,0.013193273
APPC70998952234,0.006977285
APPD20330233349,0.006912852
APPE30465233427,0.006846816
APPG20987931624,0.007025944
APPH10434483737,0.022025466
APPI70725565825,0.006469175
APPJ10932151905,0.006912852
APPK80755971043,0.02325978
APPL20227248105,0.01144
APPN30234861315,0.01212565
APPO40425986436,0.024836997
APPP30570536526,0.017414619
APPQ50623987613,0.006409404
APPR70615937709,0.016050728
APPS50709998824,0.006787652
APPT10481824943,0.02372624
APPV10805168102,0.006846816
APPW30713575209,0.007316202
APPX20786783312,0.006977285
APPZ20137229548,0.006409404
APPA10777598643,0.021591704
APPB10238193739,0.023048473
APPC60937831819,0.021395219
APPD40879787937,0.006977285
APPE10746511009,0.022291552
APPG70116873221,0.006977285
APPH60759359311,0.026944408
APPI80960371427,0.012776607
APPJ80266871524,0.006409404
APPL20217168732,0.013527534
APPM50253644839,0.006409404
APPN30566416936,0.014097745
APPQ60952678219,0.013343996
APPR20768147343,0.007384367
APPS80161471444,0.022165976
APPT10583047535,0.022296099
APPU70189189618,0.007384367
APPV40375251728,0.007316202
APPW10374351829,0.007534911
APPB80903716327,0.013077927
APPC10932919406,0.025064281
APPD10566895548,0.006912852
APPE10004344611,0.007316202
APPF30052459708,0.01212565
APPG10165103807,0.007572584
APPH60585308913,0.014747798
APPJ80169425132,0.006783579
APPN40133951514,0.007572584
APPO70825221623,0.006912852
APPP30515299733,0.01499308
APPQ30997938814,0.006977285
APPR70759005931,0.013193273
APPS60743807032,0.006977285
APPT40147771124,0.006783579
APPU10362081222,0.006409404
APPV10067092305,0.006912852
APPW60790703401,0.044022849
APPY50651214638,0.047763129
APPZ70000076728,0.006469175
APPA70071764828,0.025764136
APPB40101691906,0.047763129
APPC90630266002,0.016158794
APPD20458304139,0.006977285
APPE80937839246,0.007931205
APPF50996514326,0.006977285
APPG90824371441,0.013151958
APPI70777986624,0.021591704
APPK50842361847,0.007384367
APPL40333364925,0.006912852
APPM80217769016,0.030221449
APPN50153115116,0.006454127
APPO60741967222,0.006409404
APPQ20674162438,0.006409404
APPR30323619537,0.006783579
APPT90742429747,0.052918901
APPU30920193816,0.013072193
APPV70350917927,0.010261846
APPW10744084017,0.007673756
APPX30723225128,0.007274596
APPY40550372216,0.062346674
APPZ70245826322,0.044022849
APPA90867091418,0.006409404
APPC70283368632,0.046199686
APPD50833684742,0.021825121
APPE60005273829,0.013403428
APPG40455243027,0.007384367
APPI70435364248,0.007384367
APPJ30501483332,0.006409404
APPL60733333536,0.006409404
APPM20270476616,0.021395219
APPN10684433747,0.024454044
APPO70926967834,0.006977285
APPP60165679917,0.006977285
APPQ50887815015,0.02372624
APPR40058092125,0.006409404
APPW20894596606,0.017697859
APPX90914304715,0.006846816
APPY50726728828,0.031537517
APPA10931003041,0.013522725
APPB10118714127,0.032459899
APPC30649851207,0.006977285
APPD90790279316,0.006469175
APPE90691725437,0.006469175
APPF80579709522,0.061818906
APPG20387756634,0.006469175
APPH70209197706,0.014228188
APPI80531795819,0.02325978
APPJ20271814927,0.031764756
APPK90259624022,0.006783579
APPL70881987122,0.028681963
APPN40699372329,0.006409404
APPO90692315409,0.006912852
APPP70024216526,0.006912852
APPQ60150322626,0.007384367
APPT30397619913,0.006977285
APPV80410869104,0.006977285
APPW90423249212,0.007384367
APPX30533682307,0.006783579
APPA60820075625,0.01237165
APPC30532981847,0.006409404
APPD30991138931,0.006977285
APPE30194971042,0.006977285
APPF10274725112,0.006977285
APPG30691021234,0.02325978
APPI90330603413,0.007316202
APPJ80873022511,0.006977285
APPK80882144635,0.044184354
APPL40787854714,0.016158794
APPM60951016813,0.006783579
APPN40097556905,0.048830965
APPO10048856018,0.006783579
APPP50313364116,0.013735505
APPQ60685702209,0.014266429
APPR80769057303,0.030982427
APPS60484582421,0.017780022
APPT20265944515,0.044417706
APPU60698452634,0.02325978
APPV90553844741,0.006977285
APPX10454026929,0.021591704
APPY60221154038,0.019159391
APPZ50692271143,0.023842921
APPA20487807241,0.02372624
APPB90138388316,0.022121704
APPC20367071415,0.012368136
APPD70372848523,0.01254844
APPF90375456744,0.02325978
APPG90926318847,0.013193273
APPH90191933949,0.006912852
APPI40737416014,0.030139412
APPJ70299065141,0.006912852
APPK10841912208,0.013193273
APPL90147466323,0.031399513
APPM70247604438,0.006409404
APPN20640417538,0.007563229
APPO30530834604,0.02325978
APPP30423983718,0.007025944
APPQ80798251818,0.013443155
APPR10050199928,0.006977285
APPS70052521004,0.006977285
APPT90159132109,0.006977285
APPV30747689323,0.01212565
APPW80366833422,0.013595841
APPX30462776511,0.007316202
APPY20350177606,0.02325978
APPZ50294623747,0.077484393
APPC10986152021,0.006409404
APPD70632785141,0.038347532
APPE20816728241,0.007072195
APPF60995928321,0.044022849
APPG50879221403,0.006409404
APPH90417584529,0.012238072
APPI40907214607,0.006977285
APPJ70157178721,0.006409404
APPK40869096846,0.006977285
APPL10081417904,0.012660225
APPN40646297128,0.006912852
APPO70952793216,0.006912852
APPP60824612325,0.006977285
APPQ30121411448,0.006846816
APPR40989308546,0.006783579
APPS60722964622,0.006977285
APPT20561353727,0.006977285
APPU60321385829,0.006469175
APPV60109444902,0.017671674
APPW20920728019,0.006409404
APPX60124189142,0.006409404
APPY90458773213,0.05615133
APPZ20029354319,0.006409404
APPA90083961436,0.006783579
APPB10565448515,0.006454127
APPC50637162604,0.006977285
APPD60752705736,0.046315319
APPE70236124833,0.006469175
APPF50119817927,0.023048473
APPG20678003028,0.02325978
APPH70745494135,0.029746407
APPI30585942205,0.013085079
APPM10928848635,0.006977285
APPO60506316827,0.012660225
APPP60556013938,0.021591704
APPQ60929743047,0.007435843
APPR40538565133,0.006454127
APPT60829242333,0.013830355
APPV60867466529,0.022025466
APPW60231929623,0.007316202
APPY20169499802,0.006783579
